"region","long","lat","group","order","subregion","temp"
"alabama",-86.0467987060547,31.0084743499756,1,170,NA,62.8
"alabama",-86.2014999389648,31.0084743499756,1,171,NA,62.8
"alabama",-86.3905715942383,31.0084743499756,1,172,NA,62.8
"alabama",-86.705696105957,31.0084743499756,1,173,NA,62.8
"alabama",-86.7973709106445,31.0084743499756,1,174,NA,62.8
"alabama",-87.1812591552734,31.0084743499756,1,175,NA,62.8
"alabama",-87.6052474975586,31.0084743499756,1,176,NA,62.8
"alabama",-87.6052474975586,30.9569110870361,1,177,NA,62.8
"alabama",-87.610969543457,30.9339923858643,1,178,NA,62.8
"alabama",-87.6338958740234,30.8996162414551,1,179,NA,62.8
"alabama",-87.6396255493164,30.8766975402832,1,180,NA,62.8
"alabama",-87.6338958740234,30.8595085144043,1,181,NA,62.8
"alabama",-87.610969543457,30.8423175811768,1,182,NA,62.8
"alabama",-87.5479507446289,30.7735633850098,1,183,NA,62.8
"alabama",-87.4906539916992,30.721996307373,1,184,NA,62.8
"alabama",-87.4620056152344,30.7105388641357,1,185,NA,62.8
"alabama",-87.4505462646484,30.6990776062012,1,186,NA,62.8
"alabama",-87.4218978881836,30.6761589050293,1,187,NA,62.8
"alabama",-87.4104385375977,30.6475124359131,1,188,NA,62.8
"alabama",-87.4104385375977,30.6188640594482,1,189,NA,62.8
"alabama",-87.4333572387695,30.5844879150391,1,190,NA,62.8
"alabama",-87.4620056152344,30.5443801879883,1,191,NA,62.8
"alabama",-87.4677352905273,30.527193069458,1,192,NA,62.8
"alabama",-87.4620056152344,30.5100040435791,1,193,NA,62.8
"alabama",-87.44482421875,30.4928131103516,1,194,NA,62.8
"alabama",-87.3989868164062,30.4584369659424,1,195,NA,62.8
"alabama",-87.3932571411133,30.4469795227051,1,196,NA,62.8
"alabama",-87.4047164916992,30.4297866821289,1,197,NA,62.8
"alabama",-87.4218978881836,30.4297866821289,1,198,NA,62.8
"alabama",-87.439094543457,30.4240608215332,1,199,NA,62.8
"alabama",-87.439094543457,30.4183292388916,1,200,NA,62.8
"alabama",-87.4505462646484,30.4011421203613,1,201,NA,62.8
"alabama",-87.4620056152344,30.3896808624268,1,202,NA,62.8
"arizona",-114.637390136719,35.0191802978516,2,204,NA,60.3
"arizona",-114.643127441406,35.1051216125488,2,205,NA,60.3
"arizona",-114.603019714355,35.1223106384277,2,206,NA,60.3
"arizona",-114.574363708496,35.1796112060547,2,207,NA,60.3
"arizona",-114.585830688477,35.2369041442871,2,208,NA,60.3
"arizona",-114.597282409668,35.2827415466309,2,209,NA,60.3
"arizona",-114.608741760254,35.3572273254395,2,210,NA,60.3
"arizona",-114.625938415527,35.4087905883789,2,211,NA,60.3
"arizona",-114.666046142578,35.4546279907227,2,212,NA,60.3
"arizona",-114.660308837891,35.5004653930664,2,213,NA,60.3
"arizona",-114.666046142578,35.5405731201172,2,214,NA,60.3
"arizona",-114.671775817871,35.6093292236328,2,215,NA,60.3
"arizona",-114.683235168457,35.6666221618652,2,216,NA,60.3
"arizona",-114.700416564941,35.712459564209,2,217,NA,60.3
"arizona",-114.700416564941,35.7926750183105,2,218,NA,60.3
"arizona",-114.688957214355,35.8843460083008,2,219,NA,60.3
"arizona",-114.711875915527,35.9129943847656,2,220,NA,60.3
"arizona",-114.734802246094,35.9588317871094,2,221,NA,60.3
"arizona",-114.734802246094,36.0161285400391,2,222,NA,60.3
"arizona",-114.757713317871,36.0619659423828,2,223,NA,60.3
"arizona",-114.734802246094,36.1078033447266,2,224,NA,60.3
"arizona",-114.700416564941,36.1192588806152,2,225,NA,60.3
"arizona",-114.643127441406,36.1421775817871,2,226,NA,60.3
"arizona",-114.557182312012,36.153636932373,2,227,NA,60.3
"arizona",-114.488426208496,36.1364479064941,2,228,NA,60.3
"arizona",-114.396751403809,36.1364479064941,2,229,NA,60.3
"arizona",-114.327995300293,36.1135292053223,2,230,NA,60.3
"arizona",-114.310813903809,36.0447769165039,2,231,NA,60.3
"arizona",-114.264976501465,36.0275840759277,2,232,NA,60.3
"arizona",-114.201942443848,36.021858215332,2,233,NA,60.3
"arizona",-114.13892364502,36.0390472412109,2,234,NA,60.3
"arizona",-114.116004943848,36.0963401794434,2,235,NA,60.3
"arizona",-114.08162689209,36.1364479064941,2,236,NA,60.3
"arizona",-114.052978515625,36.2109336853027,2,237,NA,60.3
"arizona",-114.047248840332,36.8411865234375,2,238,NA,60.3
"arizona",-114.041519165039,36.9958839416504,2,239,NA,60.3
"arizona",-113.823799133301,36.9958839416504,2,240,NA,60.3
"arizona",-113.537322998047,37.0016136169434,2,241,NA,60.3
"arizona",-113.279487609863,37.0016136169434,2,242,NA,60.3
"arizona",-113.004470825195,37.0016136169434,2,243,NA,60.3
"arizona",-112.907066345215,36.9958839416504,2,244,NA,60.3
"arizona",-112.729446411133,37.0016136169434,2,245,NA,60.3
"arizona",-112.540374755859,36.9958839416504,2,246,NA,60.3
"arizona",-112.414321899414,36.9958839416504,2,247,NA,60.3
"arizona",-112.208053588867,36.9958839416504,2,248,NA,60.3
"arizona",-111.950225830078,37.0016136169434,2,249,NA,60.3
"arizona",-111.686668395996,37.0016136169434,2,250,NA,60.3
"arizona",-111.411643981934,37.0016136169434,2,251,NA,60.3
"arizona",-111.319969177246,37.0016136169434,2,252,NA,60.3
"arizona",-111.25121307373,36.9958839416504,2,253,NA,60.3
"arizona",-111.125160217285,36.9958839416504,2,254,NA,60.3
"arizona",-110.844413757324,37.0016136169434,2,255,NA,60.3
"arizona",-110.75846862793,36.9958839416504,2,256,NA,60.3
"arizona",-110.683990478516,36.9958839416504,2,257,NA,60.3
"arizona",-110.546478271484,36.9958839416504,2,258,NA,60.3
"arizona",-110.30583190918,37.0016136169434,2,259,NA,60.3
"arizona",-110.088104248047,37.0016136169434,2,260,NA,60.3
"arizona",-110.00789642334,37.0016136169434,2,261,NA,60.3
"arizona",-109.933410644531,36.9958839416504,2,262,NA,60.3
"arizona",-109.715682983398,36.9958839416504,2,263,NA,60.3
"arizona",-109.41202545166,36.9958839416504,2,264,NA,60.3
"arizona",-109.148460388184,36.9958839416504,2,265,NA,60.3
"arizona",-109.039596557617,36.9958839416504,2,266,NA,60.3
"arizona",-109.04532623291,35.9989395141602,2,267,NA,60.3
"arizona",-109.051063537598,34.9504280090332,2,268,NA,60.3
"arizona",-109.051063537598,34.5722732543945,2,269,NA,60.3
"arizona",-109.056785583496,33.7758636474609,2,270,NA,60.3
"arizona",-109.051063537598,33.2029037475586,2,271,NA,60.3
"arizona",-109.056785583496,32.7789154052734,2,272,NA,60.3
"arizona",-109.056785583496,32.4236831665039,2,273,NA,60.3
"arizona",-109.056785583496,31.3522510528564,2,274,NA,60.3
"arizona",-109.234405517578,31.3522510528564,2,275,NA,60.3
"arizona",-109.624015808105,31.3465213775635,2,276,NA,60.3
"arizona",-109.996437072754,31.3522510528564,2,277,NA,60.3
"arizona",-110.351669311523,31.3522510528564,2,278,NA,60.3
"arizona",-110.477722167969,31.3522510528564,2,279,NA,60.3
"arizona",-110.632415771484,31.3522510528564,2,280,NA,60.3
"arizona",-110.987655639648,31.3465213775635,2,281,NA,60.3
"arizona",-111.119430541992,31.3579788208008,2,282,NA,60.3
"arizona",-111.297050476074,31.4152774810791,2,283,NA,60.3
"arizona",-111.388725280762,31.4439239501953,2,284,NA,60.3
"arizona",-111.629364013672,31.5184097290039,2,285,NA,60.3
"arizona",-112.036163330078,31.6501884460449,2,286,NA,60.3
"arizona",-112.32837677002,31.7418632507324,2,287,NA,60.3
"arizona",-112.66641998291,31.8392658233643,2,288,NA,60.3
"arizona",-112.929977416992,31.9252090454102,2,289,NA,60.3
"arizona",-113.187812805176,32.0054244995117,2,290,NA,60.3
"arizona",-113.348236083984,32.0569877624512,2,291,NA,60.3
"arizona",-113.468559265137,32.097095489502,2,292,NA,60.3
"arizona",-113.743583679199,32.1887702941895,2,293,NA,60.3
"arizona",-114.035797119141,32.2747116088867,2,294,NA,60.3
"arizona",-114.316543579102,32.3606567382812,2,295,NA,60.3
"arizona",-114.700416564941,32.4809799194336,2,296,NA,60.3
"arizona",-114.809280395508,32.5153541564941,2,297,NA,60.3
"arizona",-114.797813415527,32.5783805847168,2,298,NA,60.3
"arizona",-114.769172668457,32.6700553894043,2,299,NA,60.3
"arizona",-114.734802246094,32.733081817627,2,300,NA,60.3
"arizona",-114.688957214355,32.7445373535156,2,301,NA,60.3
"arizona",-114.654586791992,32.7388076782227,2,302,NA,60.3
"arizona",-114.59156036377,32.7388076782227,2,303,NA,60.3
"arizona",-114.551452636719,32.7617263793945,2,304,NA,60.3
"arizona",-114.522804260254,32.8247528076172,2,305,NA,60.3
"arizona",-114.47696685791,32.8763198852539,2,306,NA,60.3
"arizona",-114.47696685791,32.9336166381836,2,307,NA,60.3
"arizona",-114.482696533203,32.996639251709,2,308,NA,60.3
"arizona",-114.539993286133,33.0424728393555,2,309,NA,60.3
"arizona",-114.660308837891,33.0539360046387,2,310,NA,60.3
"arizona",-114.700416564941,33.0825843811035,2,311,NA,60.3
"arizona",-114.711875915527,33.134147644043,2,312,NA,60.3
"arizona",-114.688957214355,33.2659301757812,2,313,NA,60.3
"arizona",-114.740524291992,33.3117637634277,2,314,NA,60.3
"arizona",-114.71760559082,33.3576011657715,2,315,NA,60.3
"arizona",-114.729064941406,33.4034385681152,2,316,NA,60.3
"arizona",-114.688957214355,33.4320907592773,2,317,NA,60.3
"arizona",-114.648849487305,33.455005645752,2,318,NA,60.3
"arizona",-114.637390136719,33.4836540222168,2,319,NA,60.3
"arizona",-114.608741760254,33.5008430480957,2,320,NA,60.3
"arizona",-114.62020111084,33.5294914245605,2,321,NA,60.3
"arizona",-114.568641662598,33.5466804504395,2,322,NA,60.3
"arizona",-114.557182312012,33.5753288269043,2,323,NA,60.3
"arizona",-114.528533935547,33.6326217651367,2,324,NA,60.3
"arizona",-114.539993286133,33.6956481933594,2,325,NA,60.3
"arizona",-114.522804260254,33.7300262451172,2,326,NA,60.3
"arizona",-114.539993286133,33.7815933227539,2,327,NA,60.3
"arizona",-114.539993286133,33.9248313903809,2,328,NA,60.3
"arizona",-114.517074584961,33.9649391174316,2,329,NA,60.3
"arizona",-114.454048156738,33.9993171691895,2,330,NA,60.3
"arizona",-114.471237182617,34.0165023803711,2,331,NA,60.3
"arizona",-114.448318481445,34.039421081543,2,332,NA,60.3
"arizona",-114.41967010498,34.0795288085938,2,333,NA,60.3
"arizona",-114.396751403809,34.1139068603516,2,334,NA,60.3
"arizona",-114.299346923828,34.1540107727051,2,335,NA,60.3
"arizona",-114.230598449707,34.1998481750488,2,336,NA,60.3
"arizona",-114.190490722656,34.2456855773926,2,337,NA,60.3
"arizona",-114.133193969727,34.2628746032715,2,338,NA,60.3
"arizona",-114.13892364502,34.2972526550293,2,339,NA,60.3
"arizona",-114.16756439209,34.3373603820801,2,340,NA,60.3
"arizona",-114.287887573242,34.4233016967773,2,341,NA,60.3
"arizona",-114.373832702637,34.4691390991211,2,342,NA,60.3
"arizona",-114.402488708496,34.5894622802734,2,343,NA,60.3
"arizona",-114.41967010498,34.6123809814453,2,344,NA,60.3
"arizona",-114.448318481445,34.7097816467285,2,345,NA,60.3
"arizona",-114.574363708496,34.807186126709,2,346,NA,60.3
"arizona",-114.551452636719,34.8358345031738,2,347,NA,60.3
"arizona",-114.545722961426,34.8472938537598,2,348,NA,60.3
"arizona",-114.568641662598,34.8644828796387,2,349,NA,60.3
"arizona",-114.608741760254,34.8874015808105,2,350,NA,60.3
"arizona",-114.63166809082,34.9618835449219,2,351,NA,60.3
"arizona",-114.637390136719,35.0191802978516,2,352,NA,60.3
"arkansas",-94.051025390625,33.0367469787598,3,354,NA,60.4
"arkansas",-94.051025390625,33.3003082275391,3,355,NA,60.4
"arkansas",-94.056755065918,33.5753288269043,3,356,NA,60.4
"arkansas",-94.0796661376953,33.586784362793,3,357,NA,60.4
"arkansas",-94.0911254882812,33.5982437133789,3,358,NA,60.4
"arkansas",-94.1197738647461,33.5925178527832,3,359,NA,60.4
"arkansas",-94.1484298706055,33.586784362793,3,360,NA,60.4
"arkansas",-94.1541595458984,33.586784362793,3,361,NA,60.4
"arkansas",-94.1885375976562,33.6097030639648,3,362,NA,60.4
"arkansas",-94.2057189941406,33.6154365539551,3,363,NA,60.4
"arkansas",-94.2229080200195,33.6097030639648,3,364,NA,60.4
"arkansas",-94.2286376953125,33.5982437133789,3,365,NA,60.4
"arkansas",-94.2400970458984,33.5753288269043,3,366,NA,60.4
"arkansas",-94.2630157470703,33.586784362793,3,367,NA,60.4
"arkansas",-94.2802047729492,33.586784362793,3,368,NA,60.4
"arkansas",-94.2973937988281,33.5753288269043,3,369,NA,60.4
"arkansas",-94.3088531494141,33.5695991516113,3,370,NA,60.4
"arkansas",-94.3661499023438,33.5753288269043,3,371,NA,60.4
"arkansas",-94.4005279541016,33.5695991516113,3,372,NA,60.4
"arkansas",-94.40625,33.5753288269043,3,373,NA,60.4
"arkansas",-94.4234466552734,33.5982437133789,3,374,NA,60.4
"arkansas",-94.4520874023438,33.5982437133789,3,375,NA,60.4
"arkansas",-94.4635543823242,33.6154365539551,3,376,NA,60.4
"arkansas",-94.4750137329102,33.6326217651367,3,377,NA,60.4
"arkansas",-94.4807434082031,33.6555404663086,3,378,NA,60.4
"arkansas",-94.4979248046875,33.6669998168945,3,379,NA,60.4
"arkansas",-94.4921951293945,33.6784591674805,3,380,NA,60.4
"arkansas",-94.4921951293945,33.9649391174316,3,381,NA,60.4
"arkansas",-94.4864654541016,34.211311340332,3,382,NA,60.4
"arkansas",-94.4807434082031,34.5321655273438,3,383,NA,60.4
"arkansas",-94.4692840576172,34.7498931884766,3,384,NA,60.4
"arkansas",-94.4578247070312,34.9848022460938,3,385,NA,60.4
"arkansas",-94.4406356811523,35.397331237793,3,386,NA,60.4
"arkansas",-94.4463577270508,35.4431686401367,3,387,NA,60.4
"arkansas",-94.4807434082031,35.6551666259766,3,388,NA,60.4
"arkansas",-94.503662109375,35.7640266418457,3,389,NA,60.4
"arkansas",-94.5609588623047,36.1135292053223,3,390,NA,60.4
"arkansas",-94.5724105834961,36.1765556335449,3,391,NA,60.4
"arkansas",-94.6239776611328,36.5088691711426,3,392,NA,60.4
"arkansas",-94.0853958129883,36.5031394958496,3,393,NA,60.4
"arkansas",-94.0796661376953,36.4974136352539,3,394,NA,60.4
"arkansas",-93.8905944824219,36.5031394958496,3,395,NA,60.4
"arkansas",-93.873405456543,36.4974136352539,3,396,NA,60.4
"arkansas",-93.598388671875,36.5031394958496,3,397,NA,60.4
"arkansas",-93.5926513671875,36.4974136352539,3,398,NA,60.4
"arkansas",-93.3348236083984,36.5031394958496,3,399,NA,60.4
"arkansas",-93.3233642578125,36.4974136352539,3,400,NA,60.4
"arkansas",-93.3061752319336,36.5031394958496,3,401,NA,60.4
"arkansas",-93.3004455566406,36.4974136352539,3,402,NA,60.4
"arkansas",-92.8478088378906,36.5031394958496,3,403,NA,60.4
"arkansas",-92.8420791625977,36.5031394958496,3,404,NA,60.4
"arkansas",-92.773323059082,36.5031394958496,3,405,NA,60.4
"arkansas",-92.7675933837891,36.5031394958496,3,406,NA,60.4
"arkansas",-92.5498733520508,36.5031394958496,3,407,NA,60.4
"arkansas",-92.1602630615234,36.4974136352539,3,408,NA,60.4
"arkansas",-92.1316146850586,36.4974136352539,3,409,NA,60.4
"arkansas",-91.6732482910156,36.5031394958496,3,410,NA,60.4
"arkansas",-91.4669799804688,36.4974136352539,3,411,NA,60.4
"arkansas",-91.4612503051758,36.4974136352539,3,412,NA,60.4
"arkansas",-91.421142578125,36.4974136352539,3,413,NA,60.4
"arkansas",-91.415412902832,36.5031394958496,3,414,NA,60.4
"arkansas",-91.146125793457,36.5031394958496,3,415,NA,60.4
"arkansas",-90.7908935546875,36.5031394958496,3,416,NA,60.4
"arkansas",-90.5731735229492,36.5088691711426,3,417,NA,60.4
"arkansas",-90.2236633300781,36.5088691711426,3,418,NA,60.4
"arkansas",-90.1720962524414,36.5031394958496,3,419,NA,60.4
"arkansas",-90.1377182006836,36.474494934082,3,420,NA,60.4
"arkansas",-90.1262588500977,36.4057388305664,3,421,NA,60.4
"arkansas",-90.1033401489258,36.4000091552734,3,422,NA,60.4
"arkansas",-90.0689697265625,36.3885498046875,3,423,NA,60.4
"arkansas",-90.0689697265625,36.3484420776367,3,424,NA,60.4
"arkansas",-90.0918807983398,36.2854156494141,3,425,NA,60.4
"arkansas",-90.1205368041992,36.2739562988281,3,426,NA,60.4
"arkansas",-90.1377182006836,36.2166595458984,3,427,NA,60.4
"arkansas",-90.1892852783203,36.1994743347168,3,428,NA,60.4
"arkansas",-90.1892852783203,36.1765556335449,3,429,NA,60.4
